date,variable,seriesNo,value
2020-01-01,Fabricated Metal Products,1.25,108.413
2020-01-01,"Computer, Electronic & Optical Products",1.26,72.893
2020-01-01,Electrical Equipment,1.27,76.201
2020-01-01,Machinery & Equipment,1.28,69.348
2020-01-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,79.027
2020-01-01,Other Transport Equipment,1.30,53.743
2020-01-01,Furniture,1.31,79.826
2020-02-01,Total,1,65.164
2020-02-01,"Food, Beverage & Tobacco",1.1,96.904
2020-02-01,Wood And Of Products Of Wood And Cork,1.16,62.503
2020-02-01,Paper & Paper Products,1.17,287.608
2020-02-01,Printing And Reproduction Of Recorded Media,1.18,132.339
2020-02-01,Refined Petroleum Products,1.19,102.491
2020-02-01,Chemicals & Chemical Products,1.20,106.656
2020-02-01,Pharmaceuticals And Biological Products,1.21,82.689
2020-02-01,Rubber & Plastic Products,1.22,86.827
2020-02-01,Non-Metallic Mineral Products,1.23,95.903
2020-02-01,Basic Metals,1.24,91.002
2020-02-01,Fabricated Metal Products,1.25,107.543
2020-02-01,"Computer, Electronic & Optical Products",1.26,55.825
2020-02-01,Electrical Equipment,1.27,86.671
2020-02-01,Machinery & Equipment,1.28,50.461
2020-02-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,82.182
2020-02-01,Other Transport Equipment,1.30,59.856
2020-02-01,Furniture,1.31,60.15
2020-03-01,Total,1,87.026
2020-03-01,"Food, Beverage & Tobacco",1.1,108.38
2020-03-01,Wood And Of Products Of Wood And Cork,1.16,69.014
2020-03-01,Paper & Paper Products,1.17,333.907
2020-03-01,Printing And Reproduction Of Recorded Media,1.18,126.552
2020-03-01,Refined Petroleum Products,1.19,105.437
2020-03-01,Chemicals & Chemical Products,1.20,109.957
2020-03-01,Pharmaceuticals And Biological Products,1.21,204.136
2020-03-01,Rubber & Plastic Products,1.22,96.258
2020-03-01,Non-Metallic Mineral Products,1.23,100.391
2020-03-01,Basic Metals,1.24,94.999
2020-03-01,Fabricated Metal Products,1.25,125.284
2020-03-01,"Computer, Electronic & Optical Products",1.26,62.591
2020-03-01,Electrical Equipment,1.27,120.868
2020-03-01,Machinery & Equipment,1.28,87.115
2020-03-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,97.333
2020-03-01,Other Transport Equipment,1.30,65.386
2020-03-01,Furniture,1.31,59.891
2020-04-01,Total,1,87.083
2020-04-01,"Food, Beverage & Tobacco",1.1,90.635
2020-04-01,Wood And Of Products Of Wood And Cork,1.16,56.567
2020-04-01,Paper & Paper Products,1.17,295.817
2020-04-01,Printing And Reproduction Of Recorded Media,1.18,105.648
2020-04-01,Refined Petroleum Products,1.19,94.639
2020-04-01,Chemicals & Chemical Products,1.20,102.074
2020-04-01,Pharmaceuticals And Biological Products,1.21,204.087
2020-04-01,Rubber & Plastic Products,1.22,80.4
2020-04-01,Non-Metallic Mineral Products,1.23,27.267
2020-04-01,Basic Metals,1.24,75.461
2020-04-01,Fabricated Metal Products,1.25,82.069
2020-04-01,"Computer, Electronic & Optical Products",1.26,76.153
2020-04-01,Electrical Equipment,1.27,54.375
2020-04-01,Machinery & Equipment,1.28,78.048
2020-04-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,52.208
2020-04-01,Other Transport Equipment,1.30,39.847
2020-04-01,Furniture,1.31,29.233
2020-05-01,Total,1,65.838
2020-05-01,"Food, Beverage & Tobacco",1.1,91.134
2020-05-01,Wood And Of Products Of Wood And Cork,1.16,49.027
2020-05-01,Paper & Paper Products,1.17,255.182
2020-05-01,Printing And Reproduction Of Recorded Media,1.18,87.653
2020-05-01,Refined Petroleum Products,1.19,93.399
2020-05-01,Chemicals & Chemical Products,1.20,98.933
2020-05-01,Pharmaceuticals And Biological Products,1.21,110.398
2020-05-01,Rubber & Plastic Products,1.22,77.346
2020-05-01,Non-Metallic Mineral Products,1.23,16.186
2020-05-01,Basic Metals,1.24,61.559
2020-05-01,Fabricated Metal Products,1.25,71.517
2020-05-01,"Computer, Electronic & Optical Products",1.26,60.748
2020-05-01,Electrical Equipment,1.27,52.794
2020-05-01,Machinery & Equipment,1.28,53.73
2020-05-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,60.085
2020-05-01,Other Transport Equipment,1.30,32.839
2020-05-01,Furniture,1.31,16.468
2020-06-01,Total,1,73.044
2020-06-01,"Food, Beverage & Tobacco",1.1,98.599
2020-06-01,Wood And Of Products Of Wood And Cork,1.16,58.401
2020-06-01,Paper & Paper Products,1.17,287.879
2020-06-01,Printing And Reproduction Of Recorded Media,1.18,97.712
2020-06-01,Refined Petroleum Products,1.19,73.264
2020-06-01,Chemicals & Chemical Products,1.20,95.196
2020-06-01,Pharmaceuticals And Biological Products,1.21,113.702
2020-06-01,Rubber & Plastic Products,1.22,86.842
2020-06-01,Non-Metallic Mineral Products,1.23,23.933
2020-06-01,Basic Metals,1.24,71.105
2020-06-01,Fabricated Metal Products,1.25,86.037
2020-06-01,"Computer, Electronic & Optical Products",1.26,66.133
2020-06-01,Electrical Equipment,1.27,72.71
2020-06-01,Machinery & Equipment,1.28,77.725
2020-06-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,88.158
2020-06-01,Other Transport Equipment,1.30,37.878
2020-06-01,Furniture,1.31,58.089
2020-07-01,Total,1,76.374
2020-07-01,"Food, Beverage & Tobacco",1.1,97.49
2020-07-01,Wood And Of Products Of Wood And Cork,1.16,57.954
2020-07-01,Paper & Paper Products,1.17,288.188
2020-07-01,Printing And Reproduction Of Recorded Media,1.18,113.912
2020-07-01,Refined Petroleum Products,1.19,72.722
2020-07-01,Chemicals & Chemical Products,1.20,106.867
2020-07-01,Pharmaceuticals And Biological Products,1.21,70.045
2020-07-01,Rubber & Plastic Products,1.22,87.105
